learner_id,course_id,platform,enrollment_date,completion_status,assessment_score,feedback_score,time_spent_hours,video_completion_rate,interaction_count,anomaly_flag,course_quality_label,avg_completion_rate,avg_assessment_score,is_high_feedback,engagement_score,enrollment_month,enrollment_day_of_week
L0209,C034,Udemy,2022-11-23,1,32.5,1.1,4.2,0.81,9.0,0,0,0.745098039,50.31960784,0,7.29,11,2
L0210,C036,FutureLearn,2022-09-06,1,100.0,3.4,14.5,0.94,15.0,0,1,0.68,47.784,0,14.1,9,1
L0211,C081,Udemy,2022-05-21,1,58.7,2.9,3.0,0.79,8.0,0,0,0.673469388,44.80612245,0,6.32,5,5
L0212,C057,Coursera,2023-01-01,1,65.8,2.2,9.4,0.91,8.0,0,0,0.754385965,54.93859649,0,7.28,1,6
L0213,C037,Udemy,2022-05-20,0,0.0,0.0,1.0,0.34,1.0,0,0,0.6875,45.5375,0,0.34,5,4
L0214,C043,edX,2022-10-04,1,72.4,2.0,32.9,0.85,13.0,0,0,0.625,44.2375,0,11.05,10,1
L0215,C011,Udemy,2022-03-19,0,0.0,0.0,2.1,0.48,3.0,0,0,0.682539683,47.54444444,0,1.44,3,5
L0216,C030,Skillshare,2022-12-22,0,0.0,0.0,2.0,0.21,3.0,0,0,0.714285714,49.2877551,0,0.63,12,3
L0217,C020,Udemy,2022-02-02,1,55.9,2.1,17.3,0.83,12.0,0,0,0.760869565,53.55434783,0,9.96,2,2
L0218,C054,Skillshare,2022-06-19,1,100.0,1.7,13.4,0.96,7.0,0,0,0.541666667,38.03958333,0,6.72,6,6
L0219,C070,Skillshare,2022-08-01,0,0.0,0.0,2.1,0.3,1.0,0,0,0.738095238,48.29761905,0,0.3,8,0
L0220,C008,Udemy,2022-08-04,1,51.4,3.4,6.9,1.0,6.0,0,0,0.645833333,46.42708333,0,6.0,8,3
L0221,C050,FutureLearn,2022-12-23,1,95.2,3.8,47.4,0.74,11.0,0,1,0.744186047,49.07906977,0,8.14,12,4
L0222,C003,FutureLearn,2022-07-14,0,0.0,0.0,0.7,0.45,1.0,0,0,0.681818182,43.65,0,0.45,7,3
L0223,C062,Coursera,2022-06-30,0,0.0,0.0,1.4,0.03,1.0,0,0,0.648148148,44.63333333,0,0.03,6,3
L0224,C039,Skillshare,2022-08-03,1,61.7,1.9,7.8,0.96,11.0,0,0,0.659574468,48.54468085,0,10.56,8,2
L0225,C069,FutureLearn,2022-11-05,1,88.4,5.0,10.8,0.87,12.0,0,1,0.532258065,37.68064516,1,10.44,11,5
L0226,C029,Skillshare,2022-04-23,0,0.0,0.0,1.9,0.48,1.0,0,0,0.619047619,43.39761905,0,0.48,4,5
L0227,C035,Skillshare,2022-09-06,0,0.0,0.0,1.8,0.05,2.0,0,0,0.822222222,56.22888889,0,0.1,9,1
L0228,C004,Skillshare,2022-06-22,1,51.9,4.2,26.2,,9.0,0,0,0.84,57.566,1,6.93,6,2
L0229,C086,,2022-03-26,1,71.1,4.4,7.4,,5.0,0,1,0.688888889,48.64444444,1,4.45,3,5
L0230,C060,Udemy,2022-11-15,0,0.0,0.0,2.6,0.39,1.0,0,0,0.659574468,48.6,0,0.39,11,1
L0231,C069,Coursera,2022-07-21,1,81.7,2.1,4.5,,16.0,0,0,0.532258065,37.68064516,0,11.68,7,3
L0232,C076,FutureLearn,2022-12-06,1,53.4,3.4,7.3,0.98,14.0,0,0,0.783333333,51.98333333,0,13.72,12,1
L0233,C004,Coursera,2022-11-26,1,37.7,1.5,17.0,0.81,8.0,1,0,0.84,57.566,0,6.48,11,5
L0234,C055,Udemy,2022-08-25,1,78.0,2.4,37.1,0.89,13.0,0,0,0.693548387,48.5016129,0,11.57,8,3
L0235,C024,Coursera,2022-05-14,1,56.5,4.7,6.7,0.88,13.0,0,0,0.659090909,44.51818182,1,11.44,5,5
L0236,C049,edX,2022-04-19,1,54.0,2.5,0.7,0.71,9.0,0,0,0.717391304,51.05434783,0,6.39,4,1
L0237,C059,edX,2022-06-22,1,65.4,2.8,1.1,0.89,7.0,0,0,0.622641509,44.59433962,0,6.23,6,2
L0238,C098,,2022-05-23,1,66.8,1.2,52.7,0.72,7.0,0,0,0.795454545,56.28409091,0,5.04,5,0
L0239,C097,Skillshare,2022-05-10,0,0.0,0.0,1.3,0.05,1.0,0,0,0.693548387,50.18548387,0,0.05,5,1
L0240,C011,Skillshare,2022-01-10,1,92.4,5.0,16.8,0.88,8.0,0,1,0.682539683,47.54444444,1,7.04,1,0
L0241,C096,FutureLearn,2022-01-27,1,54.3,4.5,6.0,,9.0,0,0,0.677966102,45.67118644,1,6.84,1,3
L0242,C045,Udemy,2022-11-29,1,66.9,3.9,14.7,0.7,9.0,0,0,0.710526316,47.42368421,0,6.3,11,1
L0243,C009,Coursera,2022-01-16,0,0.0,0.0,1.1,0.38,1.0,0,0,0.787234043,54.68723404,0,0.38,1,6
L0244,C032,Udemy,2022-01-11,0,0.0,0.0,0.5,0.12,4.0,0,0,0.612244898,43.57755102,0,0.48,1,1
L0245,C080,Udemy,2022-05-03,1,87.9,1.4,6.7,0.75,8.0,0,0,0.794117647,55.36764706,0,6.0,5,1
L0246,C017,Skillshare,2022-12-09,1,67.6,2.5,5.0,0.84,17.0,0,0,0.731343284,51.24328358,0,14.28,12,4
L0247,C015,FutureLearn,2022-04-22,1,60.9,2.0,18.4,0.71,15.0,0,0,0.714285714,49.94285714,0,10.65,4,4
L0248,C060,edX,2022-07-08,1,97.4,3.6,22.5,0.89,11.0,0,1,0.659574468,48.6,0,9.79,7,4
L0249,C022,FutureLearn,2022-11-07,1,76.9,3.0,11.4,,5.0,0,0,0.612903226,41.62419355,0,3.55,11,0
L0250,C096,Coursera,2022-03-25,0,0.0,0.0,0.7,0.01,3.0,0,0,0.677966102,45.67118644,0,0.03,3,4
L0251,C040,Coursera,2022-10-24,1,59.8,4.1,10.8,0.76,6.0,0,0,0.622222222,43.37555556,1,4.56,10,0
L0252,C004,edX,2022-10-22,1,58.3,1.1,0.9,0.99,,0,0,0.84,57.566,0,7.92,10,5
L0253,C087,Skillshare,2022-07-23,1,83.2,2.5,2.3,0.74,11.0,0,0,0.693877551,49.60204082,0,8.14,7,5
L0254,C092,Udemy,2022-02-08,1,61.2,4.9,16.0,0.79,11.0,0,1,0.804347826,55.64782609,1,8.69,2,1
L0255,C076,Udemy,2022-02-22,1,70.6,3.6,1.4,0.8,16.0,0,1,0.783333333,51.98333333,0,12.8,2,1
L0256,C090,edX,2022-12-17,1,43.9,3.5,28.7,0.77,6.0,1,0,0.711538462,48.97307692,0,4.62,12,5
L0257,C077,Coursera,2022-10-17,1,40.8,3.6,3.4,0.94,15.0,0,0,0.688888889,47.95333333,0,14.1,10,0
L0258,C006,edX,2022-09-30,1,88.2,3.9,15.0,0.9,6.0,0,1,0.653061224,43.82244898,0,5.4,9,4
L0259,C055,edX,2022-02-05,1,67.9,4.7,0.4,0.75,6.0,0,1,0.693548387,48.5016129,1,4.5,2,5
L0260,C065,edX,2022-01-07,1,70.5,4.4,13.2,0.86,,0,1,0.705882353,47.83529412,1,9.46,1,4
L0261,C054,Skillshare,2022-02-24,0,0.0,0.0,1.9,0.34,3.0,0,0,0.541666667,38.03958333,0,1.02,2,3
L0262,C056,edX,2022-11-22,1,47.6,1.0,2.8,0.92,9.0,0,0,0.727272727,51.27636364,0,8.28,11,1
L0263,C059,Udemy,2022-08-11,0,0.0,0.0,1.9,0.37,1.0,0,0,0.622641509,44.59433962,0,0.37,8,3
L0264,C023,FutureLearn,2022-11-30,1,74.2,1.0,14.3,0.71,12.0,0,0,0.679245283,49.76792453,0,8.52,11,2
L0265,C035,FutureLearn,2022-10-03,1,91.8,2.5,4.0,0.74,8.0,0,0,0.822222222,56.22888889,0,5.92,10,0
L0266,C100,Skillshare,2022-08-27,1,57.7,3.9,21.7,0.88,9.0,0,0,0.674418605,46.39069767,0,7.92,8,5
L0267,C056,FutureLearn,2022-05-18,1,38.6,1.0,9.7,0.81,13.0,0,0,0.727272727,51.27636364,0,10.53,5,2
L0268,C042,Udemy,2022-02-14,1,100.0,1.3,8.7,0.87,11.0,0,0,0.547169811,38.61698113,0,9.57,2,0
L0269,C036,Skillshare,2022-05-05,1,65.6,4.2,3.1,0.95,10.0,0,1,0.68,47.784,1,9.5,5,3
L0270,C097,Skillshare,2022-10-19,0,0.0,0.0,1.3,0.39,3.0,0,0,0.693548387,50.18548387,0,1.17,10,2
L0271,C079,Skillshare,2022-06-22,0,0.0,0.0,1.3,0.22,0.0,0,0,0.755102041,51.49183673,0,0.0,6,2
L0272,C004,Skillshare,2022-06-16,0,0.0,0.0,2.0,0.37,5.0,0,0,0.84,57.566,0,1.85,6,3
L0273,C024,Skillshare,2022-04-19,0,0.0,0.0,1.5,0.42,2.0,0,0,0.659090909,44.51818182,0,0.84,4,1
L0274,C046,edX,2022-06-24,0,0.0,0.0,1.4,0.17,0.0,0,0,0.775510204,53.68367347,0,0.0,6,4
L0275,C036,FutureLearn,2022-12-26,0,0.0,0.0,2.6,0.14,3.0,0,0,0.68,47.784,0,0.42,12,0
L0276,C036,FutureLearn,2022-01-06,1,77.7,2.8,6.6,0.74,10.0,0,0,0.68,47.784,0,7.4,1,3
L0277,C067,Udemy,2022-02-13,1,62.0,4.1,1.7,0.88,6.0,0,1,0.711111111,51.03555556,1,5.28,2,6
L0278,C031,Skillshare,2022-09-08,1,68.5,2.0,2.8,0.97,7.0,0,0,0.636363636,44.01636364,0,6.79,9,3
L0279,C072,Udemy,2022-12-20,1,66.9,2.8,15.0,0.72,10.0,0,0,0.744680851,51.91489362,0,7.2,12,1
L0280,C061,Skillshare,2022-08-18,0,0.0,0.0,2.8,,2.0,0,0,0.660714286,46.63035714,0,0.14,8,3
L0281,C003,Coursera,2022-05-31,1,71.0,4.7,0.5,0.83,7.0,0,1,0.681818182,43.65,1,5.81,5,1
L0282,C029,Skillshare,2022-12-21,1,77.7,2.0,10.6,0.76,11.0,0,0,0.619047619,43.39761905,0,8.36,12,2
L0283,C032,,2022-12-06,1,45.8,1.5,1.6,0.77,11.0,0,0,0.612244898,43.57755102,0,8.47,12,1
L0284,C075,edX,2022-08-31,0,0.0,0.0,2.7,0.36,0.0,0,0,0.613636364,43.90454545,0,0.0,8,2
L0285,C071,FutureLearn,2022-06-26,1,87.5,3.2,0.9,0.84,10.0,0,1,0.724137931,50.45172414,0,8.4,6,6
L0286,C055,FutureLearn,2022-06-19,1,76.5,2.8,5.3,0.9,10.0,0,0,0.693548387,48.5016129,0,9.0,6,6
L0287,C046,Skillshare,2022-05-19,1,83.6,4.2,6.1,0.72,13.0,0,1,0.775510204,53.68367347,1,9.36,5,3
L0288,C040,edX,2022-04-29,0,0.0,0.0,0.9,,2.0,0,0,0.622222222,43.37555556,0,0.34,4,4
L0289,C016,Udemy,2022-06-11,1,65.6,4.9,14.8,0.71,4.0,0,1,0.712121212,51.35606061,1,2.84,6,5
L0290,C016,FutureLearn,2022-12-20,1,46.6,3.2,6.9,0.73,11.0,0,0,0.712121212,51.35606061,0,8.03,12,1
L0291,C024,Udemy,2022-04-21,1,71.7,2.1,15.7,0.87,11.0,0,0,0.659090909,44.51818182,0,9.57,4,3
L0292,C095,,2022-05-22,1,48.4,4.7,7.6,0.75,8.0,0,0,0.679245283,48.90754717,1,6.0,5,6
L0293,C093,FutureLearn,2022-09-26,1,65.0,1.7,22.4,0.9,6.0,0,0,0.660714286,42.91785714,0,5.4,9,0
L0294,C077,edX,2022-02-21,1,63.9,1.3,21.4,0.94,,0,0,0.688888889,47.95333333,0,11.28,2,0
L0295,C025,edX,2022-04-27,0,0.0,0.0,2.7,0.21,1.0,0,0,0.578947368,40.70789474,0,0.21,4,2
L0296,C047,Udemy,2022-06-04,1,96.9,4.6,0.8,0.92,7.0,0,1,0.6,46.58,1,6.44,6,5
L0297,C002,FutureLearn,2022-03-06,1,73.4,3.2,12.4,,10.0,0,1,0.770833333,50.73541667,0,7.9,3,6
L0298,C036,Coursera,2022-01-28,1,68.6,4.3,4.1,,5.0,0,1,0.68,47.784,1,3.75,1,4
L0299,C071,,2022-12-24,0,0.0,0.0,1.4,0.23,3.0,0,0,0.724137931,50.45172414,0,0.69,12,5
L0300,C017,Skillshare,2022-02-22,1,36.4,2.9,38.7,0.89,6.0,1,0,0.731343284,51.24328358,0,5.34,2,1
L0301,C002,FutureLearn,2022-05-26,1,63.0,1.7,19.4,0.77,14.0,0,0,0.770833333,50.73541667,0,10.78,5,3
L0302,C061,Skillshare,2022-08-14,1,73.0,3.8,7.2,0.79,7.0,0,1,0.660714286,46.63035714,0,5.53,8,6
L0303,C044,Udemy,2022-01-27,1,77.7,4.5,14.5,0.94,12.0,0,1,0.826086957,56.53913043,1,11.28,1,3
L0304,C033,Skillshare,2022-02-28,1,72.7,3.7,8.2,0.73,,0,1,0.631578947,42.81842105,0,6.57,2,0
L0305,C009,Skillshare,2022-09-09,1,37.4,4.9,1.2,0.83,,0,0,0.787234043,54.68723404,1,12.45,9,4
L0306,C010,FutureLearn,2022-11-19,1,82.7,2.2,24.2,0.93,13.0,0,0,0.789473684,54.9,0,12.09,11,5
L0307,C088,Coursera,2022-03-19,1,56.0,4.3,3.3,0.96,10.0,0,0,0.607843137,41.05294118,1,9.6,3,5
L0308,C020,FutureLearn,2022-06-05,0,0.0,0.0,0.5,0.23,2.0,0,0,0.760869565,53.55434783,0,0.46,6,6
L0309,C011,Udemy,2022-03-02,0,0.0,0.0,2.4,0.02,5.0,0,0,0.682539683,47.54444444,0,0.1,3,2
L0310,C072,Skillshare,2022-11-07,0,0.0,0.0,1.1,0.4,0.0,0,0,0.744680851,51.91489362,0,0.0,11,0
L0311,C077,FutureLearn,2022-04-26,1,86.3,5.0,19.4,0.86,11.0,0,1,0.688888889,47.95333333,1,9.46,4,1
L0312,C100,FutureLearn,2022-07-14,0,0.0,0.0,2.8,0.33,,0,0,0.674418605,46.39069767,0,1.32,7,3
L0313,C058,Skillshare,2022-06-02,1,92.1,3.4,22.3,0.83,11.0,0,1,0.666666667,45.32941176,0,9.13,6,3
L0314,C076,Skillshare,2022-06-06,1,64.7,3.8,2.7,0.85,5.0,0,1,0.783333333,51.98333333,0,4.25,6,0
L0315,C073,FutureLearn,2022-01-31,1,76.4,3.4,13.6,0.85,11.0,0,1,0.756097561,48.97317073,0,9.35,1,0
L0316,C079,Coursera,2022-04-17,0,0.0,0.0,1.4,0.24,0.0,0,0,0.755102041,51.49183673,0,0.0,4,6
L0317,C081,Udemy,2022-05-16,0,0.0,0.0,1.2,0.49,2.0,0,0,0.673469388,44.80612245,0,0.98,5,0
L0318,C085,Coursera,2022-03-22,1,72.2,2.1,2.3,0.85,7.0,0,0,0.689655172,46.95,0,5.95,3,1
L0319,C031,Udemy,2022-10-10,0,0.0,0.0,1.3,0.4,,0,0,0.636363636,44.01636364,0,0.8,10,0
L0320,C010,Udemy,2022-01-02,1,58.3,3.5,1.2,0.8,10.0,0,0,0.789473684,54.9,0,8.0,1,6
L0321,C053,Skillshare,2022-12-19,1,67.1,3.8,49.4,0.74,8.0,0,1,0.694915254,50.12542373,0,5.92,12,0
L0322,C077,Skillshare,2022-05-30,1,82.5,3.9,9.4,0.79,,0,1,0.688888889,47.95333333,0,10.27,5,0
L0323,C005,Udemy,2022-05-28,1,67.3,1.2,3.0,0.72,11.0,0,0,0.714285714,50.55510204,0,7.92,5,5
L0324,C091,edX,2022-12-26,0,0.0,0.0,1.5,0.23,1.0,0,0,0.625,43.06458333,0,0.23,12,0
L0325,C059,Coursera,2022-12-18,1,68.0,1.3,4.4,0.98,12.0,0,0,0.622641509,44.59433962,0,11.76,12,6
L0326,C030,edX,2022-11-17,1,71.2,3.4,0.1,0.89,15.0,0,1,0.714285714,49.2877551,0,13.35,11,3
L0327,C076,Udemy,2022-08-06,1,60.8,4.6,0.7,0.86,6.0,0,1,0.783333333,51.98333333,1,5.16,8,5
L0328,C015,FutureLearn,2022-04-26,1,75.4,2.2,6.7,0.87,2.0,0,0,0.714285714,49.94285714,0,1.74,4,1
L0329,C083,Udemy,2022-05-17,1,89.0,3.6,18.7,0.91,9.0,0,1,0.775862069,53.65344828,0,8.19,5,1
L0330,C019,Coursera,2022-01-31,0,0.0,0.0,1.3,0.39,5.0,0,0,0.735849057,50.50754717,0,1.95,1,0
L0331,C022,edX,2022-11-01,1,57.0,3.3,4.6,0.88,12.0,0,0,0.612903226,41.62419355,0,10.56,11,1
L0332,C096,FutureLearn,2022-05-28,1,66.2,1.6,22.1,0.8,6.0,0,0,0.677966102,45.67118644,0,4.8,5,5
L0333,C057,Coursera,2022-08-28,1,51.8,3.5,4.2,0.72,9.0,0,0,0.754385965,54.93859649,0,6.48,8,6
L0334,C089,edX,2022-12-25,1,45.6,1.9,44.3,,12.0,1,0,0.756097561,54.26829268,0,10.08,12,6
L0335,C052,edX,2022-09-14,1,89.1,1.1,7.0,0.99,9.0,0,0,0.742857143,52.52285714,0,8.91,9,2
L0336,C070,Skillshare,2022-08-13,0,0.0,0.0,1.5,0.08,0.0,0,0,0.738095238,48.29761905,0,0.0,8,5
L0337,C011,FutureLearn,2022-01-21,1,42.9,4.6,1.2,0.99,8.0,0,0,0.682539683,47.54444444,1,7.92,1,4
L0338,C056,edX,2022-11-06,1,64.7,4.3,41.4,0.79,18.0,0,1,0.727272727,51.27636364,1,14.22,11,6
L0339,C033,Coursera,2022-02-16,1,77.9,1.6,8.1,0.86,9.0,0,0,0.631578947,42.81842105,0,7.74,2,2
L0340,C030,FutureLearn,2022-10-28,0,0.0,0.0,1.0,0.03,1.0,0,0,0.714285714,49.2877551,0,0.03,10,4
L0341,C003,edX,2022-10-23,1,39.4,3.2,4.3,0.87,6.0,0,0,0.681818182,43.65,0,5.22,10,6
L0342,C006,Udemy,2022-08-29,1,32.0,5.0,21.2,0.89,,1,0,0.653061224,43.82244898,1,9.79,8,0
L0343,C067,Skillshare,2022-05-23,0,0.0,0.0,1.5,0.02,2.0,0,0,0.711111111,51.03555556,0,0.04,5,0
L0344,C024,FutureLearn,2022-08-12,1,65.7,4.6,12.8,0.86,14.0,0,1,0.659090909,44.51818182,1,12.04,8,4
L0345,C082,Skillshare,2022-02-16,1,74.0,2.1,21.0,0.98,6.0,0,0,0.661016949,45.00677966,0,5.88,2,2
L0346,C061,edX,2022-07-29,1,64.9,2.9,19.9,0.88,,0,0,0.660714286,46.63035714,0,7.92,7,4
L0347,C043,edX,2022-12-10,0,0.0,0.0,2.4,0.19,,0,0,0.625,44.2375,0,0.57,12,5
L0348,C014,Udemy,2022-06-18,1,87.9,4.1,8.5,0.99,7.0,0,1,0.692307692,48.18269231,1,6.93,6,5
L0349,C053,Skillshare,2022-05-28,1,64.9,2.8,18.8,0.97,9.0,0,0,0.694915254,50.12542373,0,8.73,5,5
L0350,C085,Skillshare,2022-10-09,1,99.4,3.9,11.8,0.74,8.0,0,1,0.689655172,46.95,0,5.92,10,6
L0351,C005,Skillshare,2022-02-15,1,66.4,2.1,2.4,0.99,8.0,0,0,0.714285714,50.55510204,0,7.92,2,1
L0352,C041,edX,2022-06-15,1,77.7,1.6,14.0,0.93,11.0,0,0,0.716981132,51.24150943,0,10.23,6,2
L0353,C015,Skillshare,2022-09-21,1,80.7,3.5,0.9,0.85,4.0,0,1,0.714285714,49.94285714,0,3.4,9,2
L0354,C001,FutureLearn,2022-08-25,1,67.1,1.4,16.5,0.98,10.0,0,0,0.743589744,52.16153846,0,9.8,8,3
L0355,C053,Coursera,2022-04-07,0,0.0,0.0,1.8,0.4,1.0,0,0,0.694915254,50.12542373,0,0.4,4,3
L0356,C067,edX,2022-11-15,0,0.0,0.0,1.5,0.15,1.0,0,0,0.711111111,51.03555556,0,0.15,11,1
L0357,C097,Skillshare,2022-11-17,1,61.8,4.7,5.2,0.97,8.0,0,1,0.693548387,50.18548387,1,7.76,11,3
L0358,C057,Coursera,2022-04-15,0,0.0,0.0,2.1,0.49,3.0,0,0,0.754385965,54.93859649,0,1.47,4,4
L0359,C035,FutureLearn,2022-03-09,1,24.7,3.3,9.8,0.72,12.0,0,0,0.822222222,56.22888889,0,8.64,3,2
L0360,C037,Skillshare,2022-12-24,1,72.8,4.3,16.3,0.87,10.0,0,1,0.6875,45.5375,1,8.7,12,5
L0361,C063,Coursera,2022-01-15,1,69.6,2.1,1.4,0.89,8.0,0,0,0.62,44.356,0,7.12,1,5
L0362,C081,FutureLearn,2022-05-03,1,43.5,1.2,3.2,0.91,12.0,0,0,0.673469388,44.80612245,0,10.92,5,1
L0363,C091,Udemy,2022-06-09,0,0.0,0.0,1.4,0.14,4.0,0,0,0.625,43.06458333,0,0.56,6,3
L0364,C071,Coursera,2022-10-10,1,75.9,1.4,11.6,0.85,9.0,0,0,0.724137931,50.45172414,0,7.65,10,0
L0365,C053,Coursera,2022-04-26,1,68.5,1.0,1.8,0.91,12.0,0,0,0.694915254,50.12542373,0,10.92,4,1
L0366,C015,Skillshare,2022-03-02,0,0.0,0.0,2.5,0.32,0.0,0,0,0.714285714,49.94285714,0,0.0,3,2
L0367,C083,Udemy,2022-09-13,1,70.0,2.7,6.1,0.76,9.0,0,0,0.775862069,53.65344828,0,6.84,9,1
L0368,C092,edX,2022-09-18,0,0.0,0.0,2.4,0.21,3.0,0,0,0.804347826,55.64782609,0,0.63,9,6
L0369,C091,edX,2022-08-01,1,79.0,4.5,2.4,0.9,11.0,0,1,0.625,43.06458333,1,9.9,8,0
L0370,C062,Skillshare,2022-05-05,0,0.0,0.0,2.1,0.37,,0,0,0.648148148,44.63333333,0,0.74,5,3
L0371,C059,FutureLearn,2022-03-16,1,72.9,2.1,4.6,0.72,5.0,0,0,0.622641509,44.59433962,0,3.6,3,2
L0372,C050,Udemy,2022-11-03,0,0.0,0.0,2.6,0.01,1.0,0,0,0.744186047,49.07906977,0,0.01,11,3
L0373,C066,Udemy,2022-02-05,0,0.0,0.0,0.8,0.21,2.0,0,0,0.630434783,43.1673913,0,0.42,2,5
L0374,C036,Skillshare,2022-06-24,1,67.8,1.0,6.2,,10.0,0,0,0.68,47.784,0,9.9,6,4
L0375,C065,edX,2022-01-02,1,80.7,3.1,37.3,0.74,13.0,0,1,0.705882353,47.83529412,0,9.62,1,6
L0376,C037,edX,2022-10-28,0,0.0,0.0,0.5,0.15,3.0,0,0,0.6875,45.5375,0,0.45,10,4
L0377,C075,Skillshare,2022-03-18,0,0.0,0.0,1.2,0.32,2.0,0,0,0.613636364,43.90454545,0,0.64,3,4
L0378,C058,FutureLearn,2022-09-05,1,80.8,4.1,15.2,0.84,9.0,0,1,0.666666667,45.32941176,1,7.56,9,0
L0379,C045,edX,2022-10-10,0,0.0,0.0,1.1,0.12,3.0,0,0,0.710526316,47.42368421,0,0.36,10,0
L0380,C098,FutureLearn,2022-07-13,1,70.3,4.9,0.8,0.81,7.0,0,1,0.795454545,56.28409091,1,5.67,7,2
L0381,C059,edX,2022-04-07,0,0.0,0.0,2.1,0.39,1.0,0,0,0.622641509,44.59433962,0,0.39,4,3
L0382,C090,Udemy,2022-10-20,1,73.5,3.5,4.9,0.9,7.0,0,1,0.711538462,48.97307692,0,6.3,10,3
L0383,C050,Udemy,2022-07-30,1,66.1,4.6,12.3,0.72,6.0,0,1,0.744186047,49.07906977,1,4.32,7,5
L0384,C006,edX,2022-08-31,1,42.5,2.8,1.4,0.99,10.0,0,0,0.653061224,43.82244898,0,9.9,8,2
L0385,C091,Skillshare,2022-07-17,1,62.1,2.1,16.4,0.84,10.0,0,0,0.625,43.06458333,0,8.4,7,6
L0386,C085,Udemy,2022-09-11,0,0.0,0.0,0.9,0.22,1.0,0,0,0.689655172,46.95,0,0.22,9,6
L0387,C005,Udemy,2022-09-15,1,73.4,4.9,15.8,0.96,7.0,0,1,0.714285714,50.55510204,1,6.72,9,3
L0388,C076,edX,2022-02-21,1,72.8,4.9,2.1,0.94,18.0,0,1,0.783333333,51.98333333,1,16.92,2,0
L0389,C057,Coursera,2022-09-27,1,60.1,4.0,1.8,0.84,,0,1,0.754385965,54.93859649,1,10.08,9,1
L0390,C059,Coursera,2022-03-15,1,55.7,3.3,14.8,0.85,9.0,0,0,0.622641509,44.59433962,0,7.65,3,1
L0391,C053,Udemy,2022-02-08,0,0.0,0.0,2.1,0.11,3.0,0,0,0.694915254,50.12542373,0,0.33,2,1
L0392,C061,edX,2022-06-23,1,77.1,1.1,6.6,0.9,5.0,0,0,0.660714286,46.63035714,0,4.5,6,3
L0393,C080,Skillshare,2022-11-29,1,49.8,4.0,25.1,0.99,11.0,1,0,0.794117647,55.36764706,1,10.89,11,1
L0394,C011,edX,2022-12-12,1,46.0,2.0,8.3,,11.0,0,0,0.682539683,47.54444444,0,8.91,12,0
L0395,C069,Skillshare,2022-06-12,0,0.0,0.0,2.8,0.05,1.0,0,0,0.532258065,37.68064516,0,0.05,6,6
L0396,C081,Skillshare,2022-10-05,0,0.0,0.0,0.6,0.09,4.0,0,0,0.673469388,44.80612245,0,0.36,10,2
L0397,C005,FutureLearn,2022-02-05,1,94.3,2.1,4.4,0.97,9.0,0,0,0.714285714,50.55510204,0,8.73,2,5
L0398,C031,edX,2022-04-27,1,71.6,3.0,2.3,0.88,7.0,0,0,0.636363636,44.01636364,0,6.16,4,2
L0399,C096,Coursera,2022-08-11,1,30.9,4.2,18.1,0.8,11.0,1,0,0.677966102,45.67118644,1,8.8,8,3
L0400,C013,Coursera,2022-08-16,1,73.0,3.2,3.3,0.83,2.0,0,1,0.693877551,46.83877551,0,1.66,8,1
L0401,C022,edX,2022-01-15,1,59.9,4.9,2.6,0.79,8.0,0,0,0.612903226,41.62419355,1,6.32,1,5
L0402,C006,edX,2022-01-29,0,0.0,0.0,2.3,0.48,2.0,0,0,0.653061224,43.82244898,0,0.96,1,5
L0403,C038,edX,2022-07-11,1,70.5,2.7,3.6,0.8,7.0,0,0,0.6875,48.7171875,0,5.6,7,0
L0404,C056,,2022-05-06,1,61.0,3.4,10.8,0.72,10.0,0,1,0.727272727,51.27636364,0,7.2,5,4
L0405,C068,Skillshare,2022-10-17,0,0.0,0.0,2.5,0.29,1.0,0,0,0.805555556,57.31388889,0,0.29,10,0
L0406,C088,Udemy,2022-03-29,0,0.0,0.0,2.0,0.15,,0,0,0.607843137,41.05294118,0,0.3,3,1
L0407,C023,Coursera,2022-11-09,1,91.3,3.0,4.6,0.98,13.0,0,0,0.679245283,49.76792453,0,12.74,11,2
L0408,C049,FutureLearn,2022-12-16,1,82.2,3.8,13.1,0.96,8.0,0,1,0.717391304,51.05434783,0,7.68,12,4
L0409,C031,Skillshare,2022-10-26,0,0.0,0.0,1.4,0.17,6.0,0,0,0.636363636,44.01636364,0,1.02,10,2
L0410,C019,Udemy,2022-08-25,1,68.9,1.7,15.4,0.92,9.0,0,0,0.735849057,50.50754717,0,8.28,8,3
L0411,C082,edX,2022-08-24,1,69.1,1.9,12.2,0.95,10.0,0,0,0.661016949,45.00677966,0,9.5,8,2
L0412,C033,,2022-08-27,0,0.0,0.0,2.7,0.08,1.0,0,0,0.631578947,42.81842105,0,0.08,8,5
L0413,C037,FutureLearn,2022-03-22,1,76.8,3.7,15.9,0.78,11.0,0,1,0.6875,45.5375,0,8.58,3,1
L0414,C010,Skillshare,2022-06-26,1,64.5,3.2,3.4,0.79,8.0,0,1,0.789473684,54.9,0,6.32,6,6
L0415,C076,edX,2022-11-24,1,72.2,3.9,5.2,0.72,13.0,0,1,0.783333333,51.98333333,0,9.36,11,3
L0416,C055,edX,2022-08-22,1,53.3,1.2,4.7,0.98,11.0,0,0,0.693548387,48.5016129,0,10.78,8,0
L0417,C039,Udemy,2022-07-16,1,88.5,1.8,5.4,0.93,,0,0,0.659574468,48.54468085,0,4.65,7,5
